"old_path","expected_path","intended_extension","producer","write_site","evidence","current_hash","bytes","collision","export_effect","action"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#08519C_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#08519C_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","70b26237881124ab8cbe4d0a09694d5525069dff5a417dbd9e3220ec516df98a",7932,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#238B45_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#238B45_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","1fd8ede8f0cac177720c52927fa9c4ee3880e565c0f4d4d96494ff5f113a8079",7920,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#2B8CBE_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#2B8CBE_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","60e7e9c3917e513c564b7a1de13e5447fcb240a9daa53c38eb11aeb21fe2ffae",7625,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#3F007D_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#3F007D_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f7b278c4aef9081318c31d7235b2563e92f5b727f21b97d94b045b9416d3a231",7637,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#4D4D4D_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#4D4D4D_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","33000bad6b00c4e58d762887bd565b5da7a0cb5b30593c838c3d321d9c3eb88c",7215,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#737373_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#737373_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","eb6efb5f496ec15ef41746d721fc39379acf5e54aa08072c425fd7391e8e24b3",7649,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#74C476_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#74C476_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","3aef90c615764c69bb3f98408b20bdb5b71a495163506dfce42c193da7acd7d6",7340,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#756BB1_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#756BB1_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","8fd2595e9ef46638ac896031ac9afcb9e88cdfc5967bcd14ecbaecbbccd60d4b",7715,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#969696_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#969696_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","e61c34c9a50595d6a3ff7c60c65097467a34876b9b5ff7ac25fd2be64b0ecead",7230,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#9E9AC8_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#9E9AC8_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","4534f9fe6705c9317af4a4127d4b2f08204b7193f0c089e014236c6811f6b3fc",7352,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#BF812D_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#BF812D_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","02f08d021dc9cfffc7d7a1de550daac6053d356604d95d694c0e55c4d654fd25",8063,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#DE2D26_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#DE2D26_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","bf127b2e8d39f75daef3ab2c028d8464d7bdd867b1892f86466c10de93588057",7507,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#FB6A4A_sensitivity_flagged_replica","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_slm_WGCNA_#FB6A4A_sensitivity_flagged_rep.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","595737ceda2d8e7ba55b6a4e7c95cd39dae116deb27c4470a69820c4093b2d73",7628,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#006D2C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#006D2C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","d026d5a62dfdf5b8b28a59e553188e7d6740857390a64c9dc11eca1b079b490c",7106,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#08519C_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#08519C_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","b4eb2c9f2caed1878bdef4e55124e801ffc09d808251391cc8b7c5fc7a83566d",7346,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#238B45_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#238B45_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","f48515295500a2086dbe679d14004e932ff240cd0f09dc8b81dc8ff33f0673d1",7466,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#2B8CBE_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#2B8CBE_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","1346d389fc6ac51b47a1352630046df4c62bbf183225abd6bdb55847d9100d7c",7533,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#3F007D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#3F007D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","2312f40cb823508fcc06a3fdd4abecc5179cd73c4e22f933bfead7da3cf365c3",7757,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#4D4D4D_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#4D4D4D_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","a5e9b0549825bb4c60935d5bf8f7198336d60bfe4a383defeef7e835dd3d12e9",7238,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#737373_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#737373_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","b55891fc6c27071815ab70329bb71d777f94b3cd5a819a65657e9649ce410076",8070,FALSE,"becomes discoverable","rename_in_place"
"results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#74C476_sensitivity_flagged_replicat","results/figures/06_modules_WGCNA/module_score/neuron_neuropil/wgcna/module_group_scores/sensitivity_flagged_replicates_removed/module_score_CA2_so_WGCNA_#74C476_sensitivity_flagged_repl.svg",".svg","analysis/wgcna/score_module_activity.R","score_module_activity.R:3343/3357","template module_score_<rl>_<mod>_<analysis_label>.svg; unique prefix match against vocabulary harvested from well-formed siblings; content signature = svg, within the writer's emitted formats (svg)","d5cdc9caf3037cfa8c0b2dcda37f24d1415ad3290c00dd023fa78335b4d609bd",7343,FALSE,"becomes discoverable","rename_in_place"
